entry_id,opportunity_id,request_id,satellite_id,sensor_type,mode_id,start_utc,end_utc,duration_s,estimated_data_volume_mb,objective_contribution,quality_score,coverage_ratio,cloud_cover,incidence_angle_deg,off_nadir_angle_deg
ENTRY-SAR-0695,OPP-SAR-0695,REQ-STRESS-DOPT-006,SAR-02,SAR,MODE-SAR-STRIP,2026-07-16T13:08:06.900000+00:00,2026-07-16T13:08:51.900000+00:00,45.0,810.0,9.405,0.835,0.95,,30.0,25.0
ENTRY-EO-0700,OPP-EO-0700,REQ-STRESS-DOPT-006,EO-02,OPTICAL,MODE-OPT-MS,2026-07-16T13:08:16.875000+00:00,2026-07-16T13:08:35.625000+00:00,18.75,450.0,64.405,0.835,0.95,0.12,,0.0
ENTRY-SAR-0422,OPP-SAR-0422,REQ-STRESS-SAR-007,SAR-04,SAR,MODE-SAR-HR,2026-07-16T13:18:24.080000+00:00,2026-07-16T13:18:56.080000+00:00,32.0,800.0,84.59,0.91,0.93,,30.0,25.0
ENTRY-SAR-0496,OPP-SAR-0496,REQ-STRESS-SAR-014,SAR-03,SAR,MODE-SAR-STRIP,2026-07-16T13:59:07.750000+00:00,2026-07-16T13:59:57.750000+00:00,50.0,900.0,74.67,0.91,0.97,,30.0,25.0
ENTRY-EO-0633,OPP-EO-0633,REQ-STRESS-EO-014,EO-02,OPTICAL,MODE-OPT-MS,2026-07-16T14:09:53.937500+00:00,2026-07-16T14:10:18.187500+00:00,24.25,582.0,74.61,0.91,0.94,0.1,,0.0
ENTRY-EO-0779,OPP-EO-0779,REQ-STRESS-DREQ-006,EO-01,OPTICAL,MODE-OPT-MS,2026-07-16T14:15:27.495000+00:00,2026-07-16T14:15:54.495000+00:00,27.0,648.0,29.105,0.735,0.95,0.11,,0.0
ENTRY-EO-0271,OPP-EO-0271,REQ-STRESS-EO-T04-A,EO-02,OPTICAL,MODE-OPT-PAN,2026-07-16T14:30:48.750000+00:00,2026-07-16T14:31:07.500000+00:00,18.75,337.5,104.97,0.99,1.0,0.08,,0.0
ENTRY-SAR-0775,OPP-SAR-0775,REQ-STRESS-DREQ-006,SAR-02,SAR,MODE-SAR-STRIP,2026-07-16T14:30:54.900000+00:00,2026-07-16T14:31:39.900000+00:00,45.0,810.0,29.2,0.76,0.96,,30.0,25.0
ENTRY-EO-0570,OPP-EO-0570,REQ-STRESS-EO-007,EO-02,OPTICAL,MODE-OPT-PAN,2026-07-16T14:40:14.842500+00:00,2026-07-16T14:40:36.342500+00:00,21.5,387.0,84.61,0.91,0.94,0.09,,0.0
ENTRY-SAR-0705,OPP-SAR-0705,REQ-STRESS-DOPT-007,SAR-03,SAR,MODE-SAR-STRIP,2026-07-16T15:08:06.900000+00:00,2026-07-16T15:08:51.900000+00:00,45.0,810.0,54.5,0.86,0.96,,30.0,25.0
ENTRY-EO-0301,OPP-EO-0301,REQ-STRESS-EO-T05-A,EO-01,OPTICAL,MODE-OPT-PAN,2026-07-16T16:00:48.750000+00:00,2026-07-16T16:01:07.500000+00:00,18.75,337.5,104.97,0.99,1.0,0.08,,0.0
ENTRY-SAR-0712,OPP-SAR-0712,REQ-STRESS-DOPT-008,SAR-01,SAR,MODE-SAR-STRIP,2026-07-16T16:33:08.750000+00:00,2026-07-16T16:33:58.750000+00:00,50.0,900.0,44.31,0.81,0.94,,30.0,25.0
ENTRY-EO-0331,OPP-EO-0331,REQ-STRESS-EO-T06-A,EO-02,OPTICAL,MODE-OPT-PAN,2026-07-16T17:30:48.750000+00:00,2026-07-16T17:31:07.500000+00:00,18.75,337.5,104.97,0.99,1.0,0.08,,0.0
