entry_id,opportunity_id,request_id,satellite_id,sensor_type,mode_id,start_utc,end_utc,duration_s,estimated_data_volume_mb,objective_contribution,quality_score,coverage_ratio,cloud_cover,incidence_angle_deg,off_nadir_angle_deg
ENTRY-EO-0579,OPP-EO-0579,REQ-STRESS-EO-008,EO-02,OPTICAL,MODE-OPT-MS,2026-07-16T02:48:48+00:00,2026-07-16T02:49:06.750000+00:00,18.75,450.0,74.61,0.91,0.94,0.08,,0.0
ENTRY-SAR-0377,OPP-SAR-0377,REQ-STRESS-SAR-002,SAR-04,SAR,MODE-SAR-STRIP,2026-07-16T03:50:31.950000+00:00,2026-07-16T03:51:26.950000+00:00,55.0,990.0,74.59,0.91,0.93,,30.0,25.0
ENTRY-SAR-0071,OPP-SAR-0071,REQ-STRESS-SAR-T03-B,SAR-03,SAR,MODE-SAR-STRIP,2026-07-16T04:00:00+00:00,2026-07-16T04:00:45+00:00,45.0,810.0,94.78,0.94,0.98,,30.0,25.0
ENTRY-EO-0514,OPP-EO-0514,REQ-STRESS-EO-002,EO-01,OPTICAL,MODE-OPT-MS,2026-07-16T04:01:21.495000+00:00,2026-07-16T04:01:48.495000+00:00,27.0,648.0,74.67,0.91,0.97,0.11,,0.0
ENTRY-SAR-0081,OPP-SAR-0081,REQ-STRESS-SAR-T03-C,SAR-03,SAR,MODE-SAR-STRIP,2026-07-16T04:02:25+00:00,2026-07-16T04:03:10+00:00,45.0,810.0,94.75,0.93,0.98,,30.0,25.0
ENTRY-SAR-0062,OPP-SAR-0062,REQ-STRESS-SAR-T03-A,SAR-04,SAR,MODE-SAR-STRIP,2026-07-16T04:07:40+00:00,2026-07-16T04:08:25+00:00,45.0,810.0,204.168,0.756,0.95,,30.0,25.0
ENTRY-SAR-0651,OPP-SAR-0651,REQ-STRESS-DOPT-002,SAR-02,SAR,MODE-SAR-STRIP,2026-07-16T04:21:30.600000+00:00,2026-07-16T04:22:15.600000+00:00,45.0,810.0,64.61,0.91,0.94,,30.0,25.0
ENTRY-SAR-0450,OPP-SAR-0450,REQ-STRESS-SAR-009,SAR-02,SAR,MODE-SAR-SCAN,2026-07-16T04:24:42.060000+00:00,2026-07-16T04:25:50.060000+00:00,68.0,680.0,64.575,0.885,0.96,,30.0,25.0
ENTRY-EO-0587,OPP-EO-0587,REQ-STRESS-EO-009,EO-01,OPTICAL,MODE-OPT-PAN,2026-07-16T04:35:47.632500+00:00,2026-07-16T04:36:11.882500+00:00,24.25,436.5,64.515,0.885,0.93,0.14,,0.0
ENTRY-SAR-0101,OPP-SAR-0101,REQ-STRESS-SAR-T04-B,SAR-04,SAR,MODE-SAR-STRIP,2026-07-16T05:30:00+00:00,2026-07-16T05:30:45+00:00,45.0,810.0,94.78,0.94,0.98,,30.0,25.0
ENTRY-SAR-0111,OPP-SAR-0111,REQ-STRESS-SAR-T04-C,SAR-04,SAR,MODE-SAR-STRIP,2026-07-16T05:32:25+00:00,2026-07-16T05:33:10+00:00,45.0,810.0,94.75,0.93,0.98,,30.0,25.0
ENTRY-SAR-0092,OPP-SAR-0092,REQ-STRESS-SAR-T04-A,SAR-01,SAR,MODE-SAR-STRIP,2026-07-16T05:37:40+00:00,2026-07-16T05:38:25+00:00,45.0,810.0,204.168,0.756,0.95,,30.0,25.0
ENTRY-SAR-0386,OPP-SAR-0386,REQ-STRESS-SAR-003,SAR-04,SAR,MODE-SAR-SCAN,2026-07-16T05:43:59.740000+00:00,2026-07-16T05:45:07.740000+00:00,68.0,680.0,64.59,0.91,0.93,,30.0,25.0
ENTRY-EO-0523,OPP-EO-0523,REQ-STRESS-EO-003,EO-01,OPTICAL,MODE-OPT-PAN,2026-07-16T05:54:53.937500+00:00,2026-07-16T05:55:18.187500+00:00,24.25,436.5,64.67,0.91,0.97,0.1,,0.0
ENTRY-SAR-0460,OPP-SAR-0460,REQ-STRESS-SAR-010,SAR-03,SAR,MODE-SAR-HR,2026-07-16T06:25:07.440000+00:00,2026-07-16T06:25:39.440000+00:00,32.0,800.0,54.67,0.91,0.97,,30.0,25.0
ENTRY-SAR-0131,OPP-SAR-0131,REQ-STRESS-SAR-T05-B,SAR-01,SAR,MODE-SAR-STRIP,2026-07-16T07:00:00+00:00,2026-07-16T07:00:45+00:00,45.0,810.0,94.78,0.94,0.98,,30.0,25.0
ENTRY-SAR-0141,OPP-SAR-0141,REQ-STRESS-SAR-T05-C,SAR-01,SAR,MODE-SAR-STRIP,2026-07-16T07:02:25+00:00,2026-07-16T07:03:10+00:00,45.0,810.0,94.75,0.93,0.98,,30.0,25.0
ENTRY-SAR-0122,OPP-SAR-0122,REQ-STRESS-SAR-T05-A,SAR-02,SAR,MODE-SAR-STRIP,2026-07-16T07:07:40+00:00,2026-07-16T07:08:25+00:00,45.0,810.0,104.168,0.756,0.95,,30.0,25.0
ENTRY-SAR-0395,OPP-SAR-0395,REQ-STRESS-SAR-004,SAR-04,SAR,MODE-SAR-HR,2026-07-16T07:37:48.600000+00:00,2026-07-16T07:38:18.600000+00:00,30.0,750.0,54.59,0.91,0.93,,30.0,25.0
ENTRY-SAR-0151,OPP-SAR-0151,REQ-STRESS-SAR-T06-A,SAR-02,SAR,MODE-SAR-STRIP,2026-07-16T08:31:30+00:00,2026-07-16T08:32:15+00:00,45.0,810.0,104.97,0.99,1.0,,30.0,25.0
ENTRY-EO-0191,OPP-EO-0191,REQ-STRESS-EO-T01-B,EO-01,OPTICAL,MODE-OPT-PAN,2026-07-16T10:00:00+00:00,2026-07-16T10:00:18.750000+00:00,18.75,337.5,94.78,0.94,0.98,0.08,,0.0
ENTRY-EO-0201,OPP-EO-0201,REQ-STRESS-EO-T01-C,EO-01,OPTICAL,MODE-OPT-PAN,2026-07-16T10:01:28.750000+00:00,2026-07-16T10:01:47.500000+00:00,18.75,337.5,94.75,0.93,0.98,0.08,,0.0
ENTRY-EO-0182,OPP-EO-0182,REQ-STRESS-EO-T01-A,EO-02,OPTICAL,MODE-OPT-PAN,2026-07-16T10:05:47.500000+00:00,2026-07-16T10:06:06.250000+00:00,18.75,337.5,104.168,0.756,0.95,0.09,,0.0
ENTRY-SAR-0685,OPP-SAR-0685,REQ-STRESS-DOPT-005,SAR-01,SAR,MODE-SAR-STRIP,2026-07-16T11:08:06.900000+00:00,2026-07-16T11:08:51.900000+00:00,45.0,810.0,74.31,0.81,0.94,,30.0,25.0
ENTRY-EO-0221,OPP-EO-0221,REQ-STRESS-EO-T02-B,EO-02,OPTICAL,MODE-OPT-PAN,2026-07-16T11:30:00+00:00,2026-07-16T11:30:18.750000+00:00,18.75,337.5,94.78,0.94,0.98,0.08,,0.0
ENTRY-EO-0231,OPP-EO-0231,REQ-STRESS-EO-T02-C,EO-02,OPTICAL,MODE-OPT-PAN,2026-07-16T11:31:28.750000+00:00,2026-07-16T11:31:47.500000+00:00,18.75,337.5,94.75,0.93,0.98,0.08,,0.0
ENTRY-EO-0212,OPP-EO-0212,REQ-STRESS-EO-T02-A,EO-01,OPTICAL,MODE-OPT-PAN,2026-07-16T11:35:47.500000+00:00,2026-07-16T11:36:06.250000+00:00,18.75,337.5,104.168,0.756,0.95,0.09,,0.0
ENTRY-SAR-0487,OPP-SAR-0487,REQ-STRESS-SAR-013,SAR-03,SAR,MODE-SAR-HR,2026-07-16T12:05:42.660000+00:00,2026-07-16T12:06:16.660000+00:00,34.0,850.0,84.67,0.91,0.97,,30.0,25.0
ENTRY-EO-0624,OPP-EO-0624,REQ-STRESS-EO-013,EO-02,OPTICAL,MODE-OPT-PAN,2026-07-16T12:16:21.495000+00:00,2026-07-16T12:16:48.495000+00:00,27.0,486.0,84.61,0.91,0.94,0.11,,0.0
ENTRY-EO-0251,OPP-EO-0251,REQ-STRESS-EO-T03-B,EO-01,OPTICAL,MODE-OPT-PAN,2026-07-16T13:00:00+00:00,2026-07-16T13:00:18.750000+00:00,18.75,337.5,94.78,0.94,0.98,0.08,,0.0
ENTRY-EO-0261,OPP-EO-0261,REQ-STRESS-EO-T03-C,EO-01,OPTICAL,MODE-OPT-PAN,2026-07-16T13:01:28.750000+00:00,2026-07-16T13:01:47.500000+00:00,18.75,337.5,94.75,0.93,0.98,0.08,,0.0
ENTRY-EO-0242,OPP-EO-0242,REQ-STRESS-EO-T03-A,EO-02,OPTICAL,MODE-OPT-PAN,2026-07-16T13:05:47.500000+00:00,2026-07-16T13:06:06.250000+00:00,18.75,337.5,104.168,0.756,0.95,0.09,,0.0
ENTRY-SAR-0695,OPP-SAR-0695,REQ-STRESS-DOPT-006,SAR-02,SAR,MODE-SAR-STRIP,2026-07-16T13:08:06.900000+00:00,2026-07-16T13:08:51.900000+00:00,45.0,810.0,64.405,0.835,0.95,,30.0,25.0
ENTRY-SAR-0422,OPP-SAR-0422,REQ-STRESS-SAR-007,SAR-04,SAR,MODE-SAR-HR,2026-07-16T13:18:24.080000+00:00,2026-07-16T13:18:56.080000+00:00,32.0,800.0,84.59,0.91,0.93,,30.0,25.0
ENTRY-SAR-0496,OPP-SAR-0496,REQ-STRESS-SAR-014,SAR-03,SAR,MODE-SAR-STRIP,2026-07-16T13:59:07.750000+00:00,2026-07-16T13:59:57.750000+00:00,50.0,900.0,74.67,0.91,0.97,,30.0,25.0
ENTRY-EO-0633,OPP-EO-0633,REQ-STRESS-EO-014,EO-02,OPTICAL,MODE-OPT-MS,2026-07-16T14:09:53.937500+00:00,2026-07-16T14:10:18.187500+00:00,24.25,582.0,74.61,0.91,0.94,0.1,,0.0
ENTRY-EO-0281,OPP-EO-0281,REQ-STRESS-EO-T04-B,EO-02,OPTICAL,MODE-OPT-PAN,2026-07-16T14:30:00+00:00,2026-07-16T14:30:18.750000+00:00,18.75,337.5,94.78,0.94,0.98,0.08,,0.0
ENTRY-EO-0291,OPP-EO-0291,REQ-STRESS-EO-T04-C,EO-02,OPTICAL,MODE-OPT-PAN,2026-07-16T14:31:28.750000+00:00,2026-07-16T14:31:47.500000+00:00,18.75,337.5,94.75,0.93,0.98,0.08,,0.0
ENTRY-EO-0272,OPP-EO-0272,REQ-STRESS-EO-T04-A,EO-01,OPTICAL,MODE-OPT-PAN,2026-07-16T14:35:47.500000+00:00,2026-07-16T14:36:06.250000+00:00,18.75,337.5,104.168,0.756,0.95,0.09,,0.0
ENTRY-EO-0570,OPP-EO-0570,REQ-STRESS-EO-007,EO-02,OPTICAL,MODE-OPT-PAN,2026-07-16T14:40:14.842500+00:00,2026-07-16T14:40:36.342500+00:00,21.5,387.0,84.61,0.91,0.94,0.09,,0.0
ENTRY-EO-0311,OPP-EO-0311,REQ-STRESS-EO-T05-B,EO-01,OPTICAL,MODE-OPT-PAN,2026-07-16T16:00:00+00:00,2026-07-16T16:00:18.750000+00:00,18.75,337.5,94.78,0.94,0.98,0.08,,0.0
ENTRY-EO-0321,OPP-EO-0321,REQ-STRESS-EO-T05-C,EO-01,OPTICAL,MODE-OPT-PAN,2026-07-16T16:01:28.750000+00:00,2026-07-16T16:01:47.500000+00:00,18.75,337.5,94.75,0.93,0.98,0.08,,0.0
ENTRY-EO-0302,OPP-EO-0302,REQ-STRESS-EO-T05-A,EO-02,OPTICAL,MODE-OPT-PAN,2026-07-16T16:05:47.500000+00:00,2026-07-16T16:06:06.250000+00:00,18.75,337.5,104.168,0.756,0.95,0.09,,0.0
ENTRY-EO-0331,OPP-EO-0331,REQ-STRESS-EO-T06-A,EO-02,OPTICAL,MODE-OPT-PAN,2026-07-16T17:30:48.750000+00:00,2026-07-16T17:31:07.500000+00:00,18.75,337.5,104.97,0.99,1.0,0.08,,0.0
